수집시각,순위,영화명,개봉일,예매율,예매매출액,누적매출액,예매관객수,누적관객수
2026-09-12 06:27:11,50,인 더 그레이,2026-09-02,0.1%,"4,191,100","95,093,060",515,"11,199"
2026-09-12 07:27:11,50,인 더 그레이,2026-09-02,0.1%,"4,091,000","95,093,060",505,"11,199"
2026-09-12 08:27:10,49,인 더 그레이,2026-09-02,0.1%,"3,986,500","95,093,060",491,"11,199"
2026-09-12 09:27:11,48,인 더 그레이,2026-09-02,0.1%,"3,713,900","95,093,060",459,"11,199"
2026-09-12 10:27:05,50,인 더 그레이,2026-09-02,0.1%,"3,588,400","95,093,060",437,"11,199"
2026-09-12 11:27:05,51,인 더 그레이,2026-09-02,0.1%,"3,540,400","95,093,060",430,"11,199"
2026-09-12 12:27:06,50,인 더 그레이,2026-09-02,0.1%,"3,596,200","95,093,060",434,"11,199"
2026-09-12 13:27:04,49,인 더 그레이,2026-09-02,0.1%,"3,570,200","95,093,060",428,"11,199"
2026-09-12 14:27:05,49,인 더 그레이,2026-09-02,0.1%,"3,446,200","95,093,060",407,"11,199"
2026-09-12 15:27:06,50,인 더 그레이,2026-09-02,0.1%,"3,302,200","95,093,060",393,"11,199"
2026-09-12 16:27:12,50,인 더 그레이,2026-09-02,0.1%,"3,285,200","95,093,060",391,"11,199"
2026-09-12 17:27:13,51,인 더 그레이,2026-09-02,0.1%,"3,286,200","95,093,060",385,"11,199"
2026-09-12 18:27:12,50,인 더 그레이,2026-09-02,0.1%,"3,314,700","95,093,060",387,"11,199"
2026-09-12 19:27:12,50,인 더 그레이,2026-09-02,0.1%,"3,260,700","95,093,060",372,"11,199"
2026-09-12 20:27:13,51,인 더 그레이,2026-09-02,0.1%,"3,064,300","95,093,060",355,"11,199"
2026-09-12 21:27:11,52,인 더 그레이,2026-09-02,0.1%,"3,012,300","95,093,060",346,"11,199"
2026-09-12 22:27:17,52,인 더 그레이,2026-09-02,0.1%,"3,050,300","95,093,060",350,"11,199"
2026-09-12 23:27:12,52,인 더 그레이,2026-09-02,0.1%,"3,072,300","95,093,060",351,"11,199"
2026-09-13 00:27:14,52,인 더 그레이,2026-09-02,0.1%,"3,101,000","98,002,260",355,"11,543"
2026-09-13 01:27:18,52,인 더 그레이,2026-09-02,0.1%,"3,111,000","98,002,260",356,"11,543"
2026-09-13 03:21:07,52,인 더 그레이,2026-09-02,0.1%,"3,091,200","98,002,260",354,"11,543"
